Trajectories
100
		platform:points1			platform:points2			platform:points3			platform:points4			platform:points5			platform:points6			platform:points7			platform:points8			platform:points9			
Frame	Sub Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
		mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
4377	0	77.1444	-48.1471	812.533	-341.129	-57.6365	797.697	-337.214	71.8004	818.035	79.8877	84.0571	795.237	77.6857	61.3667	702.025	-337.506	93.026	730.01	-341.274	-35.1009	706.527	75.0215	-69.7186	722.066	-136.002	13.8519	563.785
4378	0	77.2007	-48.2613	812.196	-341.09	-57.7546	797.597	-337.17	71.6246	818.392	79.7089	83.2302	795.304	77.8029	62.1917	701.948	-337.519	93.1637	730.444	-341.296	-34.8649	706.493	75.0531	-69.4221	721.662	-136.106	14.6194	563.816
4379	0	77.3575	-48.0255	811.76	-340.994	-57.9918	797.657	-337.134	71.3297	818.847	79.6572	83.1434	795.24	77.6066	62.3287	701.924	-337.626	93.1186	731.01	-341.312	-34.5629	706.485	75.0927	-69.0408	721.126	-136.384	15.3299	563.834
4380	0	77.4473	-48.1084	811.066	-340.85	-58.3731	797.861	-337.091	70.96	819.411	79.6383	83.4628	795	77.4521	62.8581	701.594	-337.78	93.035	731.62	-341.372	-34.6823	706.771	75.1127	-68.6262	720.44	-136.813	15.9424	563.805
4381	0	77.6639	-47.7803	810.299	-340.645	-58.8358	798.204	-337.066	70.5245	820.084	79.5641	83.844	794.58	77.1188	63.1635	701.261	-338.025	92.853	732.335	-341.46	-34.8546	707.151	75.0927	-68.172	719.724	-137.384	16.4835	563.777
4382	0	77.9967	-47.0468	809.476	-340.405	-59.3426	798.688	-337.071	69.9786	820.826	79.4091	84.1812	794.013	76.7685	63.823	700.691	-338.358	92.507	733.114	-341.576	-35.1807	707.685	74.989	-67.7264	718.955	-138.061	17.0256	563.768
4383	0	78.2886	-46.4269	808.569	-340.138	-59.9257	799.302	-337.073	69.3761	821.637	79.286	84.9171	793.349	76.3508	64.6462	699.985	-338.752	92.072	733.972	-341.709	-35.6313	708.329	75.13	-66.7799	717.934	-138.86	17.4436	563.749
4384	0	78.5875	-45.7316	807.601	-339.824	-60.5735	800.055	-337.094	68.6736	822.524	79.1062	85.7156	792.547	75.6597	65.3296	699.121	-339.201	91.5531	734.896	-341.858	-36.1737	709.108	75.1773	-65.8653	716.952	-139.769	17.7248	563.749
4385	0	78.8901	-45.0285	806.592	-339.468	-61.3193	800.872	-337.086	67.9073	823.45	78.7553	86.0201	791.585	75.1026	66.2246	698.239	-339.665	90.8187	735.85	-341.959	-36.8364	709.982	75.2425	-64.969	715.949	-140.71	17.9512	563.762
4386	0	79.2454	-44.2272	805.545	-339.039	-62.1465	801.799	-337.069	67.1621	824.392	78.4993	86.78	790.631	74.5046	67.0479	697.259	-340.151	90.0494	736.818	-342.074	-37.6367	710.906	75.2555	-64.1392	714.949	-141.714	18.0061	563.799
4387	0	79.6225	-43.3703	804.524	-338.619	-62.9088	802.755	-337.056	66.3333	825.339	78.4452	88.4047	789.646	73.9272	67.9597	696.22	-340.641	89.1847	737.772	-342.168	-38.4666	711.898	75.303	-63.2435	713.925	-142.731	18.0393	563.823
4388	0	80.0111	-42.4121	803.487	-338.144	-63.7287	803.766	-337.037	65.5145	826.255	78.1858	89.3215	788.55	73.322	68.8684	695.161	-341.13	88.3307	738.71	-342.259	-39.3275	712.888	75.3498	-62.2954	712.95	-143.748	17.8626	563.849
4389	0	80.3641	-41.4897	802.575	-337.664	-64.5192	804.788	-337.006	64.6938	827.129	77.9114	90.407	787.503	72.5184	69.4999	694.111	-341.603	87.3755	739.584	-342.308	-40.2862	713.912	75.5996	-60.9589	711.983	-144.732	17.6391	563.891
4390	0	80.7677	-40.4685	801.733	-337.198	-65.3686	805.831	-336.965	63.8761	827.974	77.5566	90.9003	786.39	71.9622	70.2675	693.111	-342.055	86.3881	740.4	-342.332	-41.3298	714.937	75.6317	-60.3705	711.107	-145.673	17.2305	563.941
4391	0	81.0772	-39.4841	800.994	-336.7	-66.1455	806.842	-336.908	63.1734	828.749	77.2242	91.3018	785.185	71.4058	71.0031	692.159	-342.449	85.4096	741.153	-342.3	-42.377	715.971	75.733	-59.4744	710.457	-146.536	16.7481	563.996
4392	0	81.3581	-38.5171	800.356	-336.218	-66.916	807.828	-336.861	62.4413	829.411	77.1913	92.8905	784.3	70.9174	71.5798	691.272	-342.804	84.4426	741.815	-342.218	-43.375	716.91	75.5074	-59.5435	710	-147.294	16.1504	564.069
4393	0	81.6727	-37.597	799.84	-335.758	-67.516	808.718	-336.807	61.8245	829.958	76.7679	93.2821	783.409	70.4563	72.1196	690.455	-343.178	83.5605	742.285	-342.063	-44.5032	717.863	75.5912	-58.9475	709.54	-147.948	15.4758	564.111
4394	0	82.0592	-37.0122	799.393	-335.303	-68.1711	809.55	-336.758	61.2605	830.374	76.7702	94.4859	782.571	70.0637	72.5071	689.708	-343.463	82.7433	742.637	-341.824	-45.7393	718.778	75.8425	-58.1008	709.104	-148.47	14.7288	564.161
4395	0	82.3443	-36.2937	799.007	-334.909	-68.6223	810.246	-336.719	60.821	830.642	76.5164	95.2611	781.933	69.7477	72.8326	689.085	-343.696	81.9845	742.827	-341.718	-46.5439	719.423	76.2236	-57.1278	708.934	-148.878	13.893	564.209
4396	0	82.4902	-35.5403	798.951	-334.578	-69.0015	810.88	-336.704	60.5114	830.778	76.3891	95.7156	781.229	69.4878	73.022	688.585	-343.886	81.3305	742.867	-341.634	-47.2251	719.943	76.2311	-57.1268	708.993	-149.153	13.0405	564.232
4397	0	82.6734	-35.0502	798.935	-334.301	-69.3058	811.415	-336.832	60.3608	830.703	76.1652	96.393	780.862	69.3224	73.1152	688.218	-344.038	80.7341	742.762	-341.624	-47.6205	720.238	76.269	-57.1219	709.139	-149.275	12.1853	564.256
4398	0	82.7525	-34.5774	799.142	-334.012	-69.6381	811.883	-336.9	60.2931	830.521	76.0328	96.7889	780.502	69.1961	73.1285	687.985	-344.143	80.2575	742.49	-341.464	-48.3974	720.629	76.4006	-56.9315	709.26	-149.275	11.2961	564.288
4399	0	82.7733	-34.2025	799.487	-333.959	-69.6486	812.134	-337.005	60.325	830.2	76.0068	96.9637	780.151	69.1729	73.0292	687.851	-344.225	79.9102	742.1	-341.406	-48.8065	720.769	76.5057	-56.9232	709.701	-149.184	10.4097	564.285
4400	0	82.6931	-33.8414	800.002	-333.998	-69.5619	812.269	-337.142	60.5147	829.746	75.818	97.3009	780.111	69.1887	72.8488	687.817	-344.257	79.703	741.559	-341.348	-49.0917	720.782	76.5895	-57.1191	710.389	-148.965	9.55028	564.259
4401	0	82.6249	-33.6698	800.558	-334.099	-69.3914	812.266	-337.247	60.7971	829.194	75.8588	97.2083	779.946	69.2548	72.5408	687.847	-344.232	79.5765	740.892	-341.3	-49.288	720.67	76.7185	-57.2551	710.993	-148.643	8.69346	564.21
4402	0	82.5509	-33.5854	801.224	-334.379	-69.1975	812.209	-337.37	61.0779	828.533	75.7745	97.3831	780.157	69.3762	72.2269	688.061	-344.176	79.5463	740.174	-341.249	-49.3921	720.461	76.8101	-57.4634	711.752	-148.202	7.84872	564.171
4403	0	82.387	-33.6444	801.964	-334.454	-68.7367	811.929	-337.496	61.4844	827.818	76.1568	97.7982	780.286	69.7946	71.9473	688.385	-344.035	79.6273	739.359	-341.177	-49.3804	720.163	76.9218	-57.7883	712.518	-147.672	7.12369	564.129
4404	0	82.2914	-33.7859	802.606	-334.7	-68.3477	811.655	-337.605	61.9113	827.061	76.0253	96.9857	780.536	70.0846	70.9792	688.531	-343.897	79.7706	738.529	-341.122	-49.3045	719.785	77.0932	-57.9835	713.433	-147.093	6.46664	564.103
4405	0	82.019	-33.7456	803.552	-334.988	-67.8728	811.277	-337.72	62.4766	826.254	76.0911	96.7074	780.942	70.5457	70.6447	689.03	-343.727	79.9943	737.622	-341.089	-49.1347	719.318	77.2321	-58.2351	714.284	-146.461	5.87885	564.085
4406	0	81.8266	-34.1465	804.388	-335.312	-67.3335	810.787	-337.856	62.9827	825.41	76.1974	96.3615	781.412	71.0359	70.1797	689.549	-343.506	80.3308	736.734	-341.044	-48.8335	718.77	76.9521	-59.4362	715.149	-145.798	5.34096	564.059
4407	0	81.6469	-34.485	805.083	-335.599	-66.9025	810.357	-337.937	63.4715	824.647	76.2871	96.0435	781.796	71.396	69.6463	689.997	-343.315	80.5663	735.912	-341.007	-48.6117	718.284	77.051	-59.7664	715.836	-145.217	4.86707	564.003
4408	0	81.4882	-34.8478	805.555	-335.828	-66.5262	810.037	-337.981	63.9457	824.076	76.3748	95.7505	782.014	71.4728	68.9477	690.206	-343.137	80.8437	735.286	-341.026	-48.3997	717.931	77.1	-60.1235	716.354	-144.835	4.42394	563.961
4409	0	81.4007	-35.1145	805.829	-335.999	-66.1961	809.909	-337.967	64.3097	823.742	76.6629	96.0724	782.178	71.6639	68.4536	690.327	-342.98	81.1234	734.905	-341.056	-48.1952	717.757	76.9671	-60.6721	716.702	-144.608	4.11027	563.923
4410	0	81.3531	-35.4246	806.031	-336.099	-65.9147	809.924	-337.875	64.6037	823.63	76.7765	95.6561	782.237	71.9692	68.2116	690.452	-342.843	81.3289	734.773	-341.089	-47.9957	717.748	77.2762	-60.2953	716.845	-144.491	3.90034	563.946
4411	0	81.3328	-35.7171	806.158	-336.161	-65.6802	810.017	-337.787	64.8608	823.659	76.897	95.2527	782.296	72.0576	67.8608	690.519	-342.715	81.5537	734.786	-341.121	-47.7955	717.837	77.2101	-60.6745	716.981	-144.442	3.76894	564.037
4412	0	81.304	-35.9905	806.187	-336.23	-65.4747	810.1	-337.704	65.0286	823.75	76.997	94.954	782.309	72.1053	67.5888	690.541	-342.612	81.7711	734.873	-341.179	-47.542	717.931	77.119	-60.9853	717.004	-144.456	3.76712	564.102
4413	0	81.2631	-36.2637	806.075	-336.301	-65.2903	810.126	-337.639	65.1935	823.84	77.0621	94.6578	782.25	72.1098	67.3725	690.485	-342.558	82.0076	734.975	-341.266	-47.3182	717.962	77.0017	-61.2045	716.888	-144.543	3.89351	564.084
4414	0	81.2216	-36.4869	805.821	-336.345	-65.1666	810.121	-337.568	65.3206	823.958	77.1086	94.4129	782.123	72.0953	67.2353	690.33	-342.538	82.1997	735.104	-341.376	-47.0884	717.967	76.6321	-61.9582	716.648	-144.699	4.0876	564.019
4415	0	81.2082	-36.6723	805.474	-336.377	-65.1038	810.122	-337.497	65.3712	824.15	77.1599	94.1842	781.947	72.0486	67.2222	690.138	-342.537	82.3899	735.346	-341.479	-46.8672	717.997	76.4459	-62.1386	716.275	-144.904	4.41606	563.943
4416	0	81.2248	-36.8522	805.061	-336.364	-64.9756	810.109	-337.401	65.3566	824.483	77.2214	94.0366	781.799	71.9837	67.2687	689.961	-342.533	82.5435	735.74	-341.566	-46.6951	718.113	76.3354	-62.1629	715.842	-145.157	4.88663	563.871
4417	0	81.2468	-36.9924	804.665	-336.314	-64.9934	810.241	-337.29	65.2891	824.946	77.2717	93.9318	781.71	71.9098	67.437	689.821	-342.548	82.6873	736.251	-341.636	-46.5364	718.304	76.2511	-62.058	715.387	-145.458	5.35463	563.924
4418	0	81.2846	-37.079	804.28	-336.262	-65.0926	810.388	-337.219	65.1722	825.45	77.3047	93.8591	781.675	71.8182	67.6745	689.733	-342.596	82.7931	736.824	-341.723	-46.3615	718.523	76.1861	-61.8186	714.93	-145.781	5.96234	563.97
4419	0	81.2873	-37.1444	803.877	-336.297	-65.4233	810.617	-337.161	65.0221	825.939	77.3087	93.8081	781.671	71.7019	67.9411	689.672	-342.652	82.914	737.382	-341.805	-46.2182	718.682	76.152	-61.4762	714.431	-146.081	6.57969	564.021
4420	0	81.2621	-37.2292	803.454	-336.268	-65.5585	810.563	-337.123	64.8543	826.34	77.2857	93.7797	781.679	71.6147	68.2862	689.612	-342.724	83.075	737.845	-341.887	-46.0647	718.717	76.0579	-61.254	713.927	-146.376	7.31029	564.016
4421	0	81.261	-37.3031	803.004	-336.264	-65.3149	810.149	-337.03	64.5788	826.752	77.2621	93.7656	781.708	71.512	68.669	689.583	-342.785	83.2216	738.239	-341.962	-45.8684	718.648	76.2346	-60.3923	713.396	-146.616	8.03386	563.96
4422	0	81.237	-37.3669	802.63	-336.047	-65.6911	810.05	-337.077	64.4651	826.946	77.2588	93.7634	781.825	71.4606	69.204	689.698	-342.823	83.3534	738.596	-342.012	-45.681	718.509	76.0973	-60.3843	712.822	-146.783	8.88407	563.895
4423	0	81.2199	-37.4609	802.342	-336.202	-65.7032	809.737	-337.074	64.2538	827.212	77.245	93.7021	782.052	71.1434	69.4595	689.854	-342.862	83.5197	738.955	-342.027	-45.4497	718.336	75.8611	-60.6391	712.406	-146.88	9.72465	563.885
4424	0	81.1942	-37.5684	802.179	-336.213	-65.8483	809.458	-337.07	64.0158	827.487	77.2573	93.6983	782.421	71.3078	69.9262	690.123	-342.887	83.6348	739.298	-342.083	-44.9776	718.013	75.8327	-60.4472	712.112	-146.889	10.5777	563.925
4425	0	81.1838	-37.745	802.057	-336.169	-66.1045	809.185	-337.06	63.7539	827.715	77.246	93.636	782.853	71.1653	69.9722	690.385	-342.86	83.7695	739.602	-342.009	-45.0285	717.931	76.0223	-59.8504	711.943	-146.859	11.393	563.975
4426	0	81.1797	-37.8988	801.973	-336.309	-66.0405	808.696	-337.027	63.531	827.883	77.2461	93.4689	783.291	71.2223	70.2386	690.711	-342.815	83.9056	739.817	-341.967	-44.8342	717.644	76.0337	-59.6789	711.77	-146.764	12.1526	564.005
4427	0	81.2034	-38.1423	801.845	-336.336	-66.1638	808.25	-337.041	63.3642	827.913	77.2545	93.4097	783.785	71.3068	70.5005	691.057	-342.763	84.0619	739.934	-341.997	-44.3085	717.103	76.0452	-59.5559	711.625	-146.6	12.9952	563.974
4428	0	81.1457	-38.2764	801.87	-336.387	-66.2924	807.745	-337.069	63.2342	827.852	77.2918	93.1933	784.187	71.5776	70.8736	691.429	-342.697	84.2101	739.942	-341.937	-44.0058	716.65	76.0582	-59.4982	711.525	-146.377	13.7584	563.916
4429	0	81.1114	-38.4652	801.928	-336.462	-66.3237	807.192	-337.11	63.1294	827.737	77.2902	93.024	784.682	71.57	70.8968	691.803	-342.62	84.3958	739.891	-341.885	-43.7447	716.18	75.993	-59.6579	711.433	-146.133	14.412	563.861
4430	0	81.0741	-38.7081	802.046	-336.554	-66.3689	806.68	-337.17	63.0546	827.596	77.285	92.8423	785.259	71.8555	71.1844	692.324	-342.53	84.5636	739.806	-341.834	-43.5244	715.715	76.0485	-59.5726	711.521	-145.833	15.0171	563.845
4431	0	80.9971	-38.8935	802.308	-336.664	-66.3882	806.219	-337.235	63.0054	827.442	77.2768	92.5278	785.809	72.0211	71.2402	692.818	-342.439	84.7312	739.703	-341.775	-43.2878	715.271	76.1103	-59.5505	711.72	-145.486	15.5467	563.87
4432	0	80.9335	-39.1316	802.594	-336.769	-66.3546	805.767	-337.294	63.0104	827.253	77.2741	92.2652	786.38	72.1944	71.2225	693.327	-342.277	84.9271	739.586	-341.788	-42.9299	714.788	76.1738	-59.5752	711.966	-145.135	15.9498	563.901
4433	0	80.8671	-39.3451	802.901	-336.875	-66.2697	805.286	-337.357	63.0347	826.98	77.2862	92.0356	786.906	72.3832	71.2225	693.848	-342.167	85.1345	739.335	-341.708	-42.7185	714.36	76.2415	-59.5857	712.256	-144.761	16.2744	563.918
4434	0	80.7468	-39.5651	803.282	-337.015	-66.1972	804.786	-337.425	63.1204	826.613	77.2862	91.7525	787.395	72.5962	71.1971	694.321	-342.056	85.3281	738.977	-341.631	-42.4886	713.846	76.3081	-59.6622	712.567	-144.329	16.5568	563.887
4435	0	80.6027	-39.7445	803.691	-337.176	-66.0622	804.235	-337.522	63.2654	826.166	77.2929	91.561	787.888	72.6403	70.928	694.737	-341.96	85.5358	738.531	-341.575	-42.2862	713.312	76.3398	-59.8018	712.962	-143.866	16.7175	563.827
4436	0	80.4617	-39.9399	804.136	-337.356	-65.8458	803.699	-337.651	63.4403	825.677	77.2804	91.4069	788.417	72.8384	70.7769	695.234	-341.842	85.7661	738.027	-341.513	-42.0424	712.784	76.3822	-59.9082	713.41	-143.427	16.8232	563.778
4437	0	80.3001	-40.1417	804.653	-337.542	-65.6615	803.224	-337.769	63.6601	825.183	77.2817	91.2249	788.901	73.1697	70.765	695.769	-341.731	85.9638	737.525	-341.453	-41.8147	712.281	76.4167	-60.1315	713.93	-142.96	16.8344	563.763
4438	0	80.1639	-40.3325	805.194	-337.739	-65.4456	802.817	-337.859	63.8715	824.696	77.2706	90.9794	789.354	73.3615	70.5031	696.239	-341.615	86.1802	737.041	-341.402	-41.624	711.852	76.4362	-60.3159	714.475	-142.487	16.7416	563.764
4439	0	80.0368	-40.4885	805.735	-337.892	-65.1928	802.439	-337.955	64.1463	824.221	77.2848	90.8196	789.792	73.5549	70.2067	696.67	-341.485	86.342	736.535	-341.345	-41.4459	711.463	76.48	-60.5872	715.043	-142.042	16.5718	563.765
4440	0	79.9359	-40.6654	806.245	-338.046	-64.9574	802.104	-338.028	64.3799	823.733	77.3035	90.651	790.162	73.7126	69.8778	697.052	-341.365	86.4811	736.019	-341.283	-41.3228	711.083	76.5009	-60.8866	715.579	-141.618	16.3141	563.755
4441	0	79.8188	-40.8357	806.744	-338.205	-64.6976	801.787	-338.113	64.6763	823.217	77.3287	90.5017	790.441	73.8705	69.5899	697.353	-341.242	86.5906	735.454	-341.224	-41.2508	710.723	76.5254	-61.17	716.108	-141.208	15.9928	563.725
4442	0	79.6988	-40.9586	807.2	-338.329	-64.4336	801.516	-338.165	64.9289	822.709	77.3609	90.3638	790.633	74.0321	69.2724	697.595	-341.106	86.6905	734.92	-341.184	-41.1721	710.424	76.5504	-61.4699	716.6	-140.841	15.5838	563.68
4443	0	79.6146	-41.0835	807.608	-338.425	-64.1697	801.339	-338.196	65.2352	822.264	77.4065	90.2272	790.759	74.192	68.9103	697.776	-341.027	86.8459	734.368	-340.936	-41.6146	710.461	76.5995	-61.7477	717.055	-140.518	15.1408	563.653
4444	0	79.5641	-41.1955	808.004	-338.479	-63.9596	801.263	-338.182	65.4615	821.909	77.4582	90.0278	790.798	74.3312	68.5454	697.902	-340.881	86.8836	733.946	-340.986	-41.338	710.173	76.6507	-62.0468	717.501	-140.23	14.6437	563.643
4445	0	79.5119	-41.2889	808.37	-338.537	-63.7156	801.264	-338.164	65.7115	821.599	77.5177	89.9004	790.823	74.4405	68.2004	697.984	-340.778	86.9041	733.593	-340.934	-41.365	710.131	76.6668	-62.3578	717.931	-139.996	14.0895	563.648
4446	0	79.472	-41.2976	808.701	-338.57	-63.5375	801.33	-338.143	65.9548	821.318	77.5665	89.8162	790.783	74.5244	67.8567	698.008	-340.697	86.8838	733.248	-340.834	-41.7288	710.318	76.6913	-62.6058	718.284	-139.832	13.5057	563.655
4447	0	79.4477	-41.2896	808.943	-338.594	-63.3678	801.443	-338.135	66.1491	821.089	77.5993	89.7638	790.654	74.6023	67.5096	697.943	-340.625	86.8928	732.951	-340.83	-41.82	710.369	76.697	-62.8416	718.595	-139.724	12.9422	563.635
4448	0	79.4304	-41.2816	809.098	-338.598	-63.2118	801.593	-338.121	66.2953	820.88	77.6267	89.7481	790.448	74.6519	67.2345	697.805	-340.589	86.8288	732.686	-340.882	-41.6338	710.298	76.6997	-63.0612	718.82	-139.671	12.3666	563.613
4449	0	79.4495	-41.2032	809.189	-338.576	-63.0701	801.807	-338.081	66.4496	820.743	77.654	89.727	790.173	74.6749	66.9532	697.595	-340.564	86.7438	732.488	-340.885	-41.7771	710.453	76.7022	-63.2276	718.992	-139.669	11.7681	563.6
4450	0	79.4799	-41.1252	809.212	-338.55	-62.9734	802.116	-338.031	66.5711	820.699	77.6742	89.7523	789.824	74.6441	66.7956	697.36	-340.562	86.6535	732.371	-340.897	-41.9395	710.706	76.6988	-63.3761	719.072	-139.76	11.1849	563.595
4451	0	79.5268	-40.9593	809.174	-338.5	-62.9151	802.506	-337.994	66.6762	820.744	77.6888	89.8554	789.41	74.5314	66.4516	696.949	-340.615	86.4797	732.351	-340.941	-42.088	711.036	76.6629	-63.4645	719.096	-139.941	10.6081	563.597
4452	0	79.5807	-40.7642	809.072	-338.424	-62.9013	802.999	-337.956	66.7192	820.887	77.6884	89.9977	788.944	74.4164	66.2982	696.538	-340.69	86.3159	732.436	-340.985	-42.5095	711.588	76.6184	-63.5372	719.057	-140.224	10.0333	563.634
4453	0	79.6246	-40.4674	808.898	-338.341	-62.8942	803.564	-337.895	66.7442	821.133	77.6562	90.1376	788.411	74.248	66.0898	695.995	-340.787	86.1448	732.605	-341.071	-42.7784	712.081	76.691	-63.3942	718.988	-140.575	9.54091	563.669
4454	0	79.6488	-40.1281	808.656	-338.24	-62.9331	804.148	-337.844	66.7671	821.415	77.5723	90.2313	787.82	74.0334	66.0995	695.457	-340.941	85.9232	732.841	-341.191	-42.8371	712.538	76.5973	-63.3737	718.749	-141.002	9.03434	563.68
4455	0	79.8583	-40.0853	808.076	-338.125	-62.987	804.801	-337.795	66.7738	821.737	77.4858	90.3794	787.184	73.8153	66.1108	694.836	-341.11	85.7127	733.127	-341.305	-43.2509	713.21	76.5018	-63.3459	718.434	-141.498	8.63103	563.695
4456	0	79.9721	-39.8415	807.626	-337.993	-63.5031	805.713	-337.76	66.8426	821.996	77.5019	90.5627	786.342	73.5749	66.172	694.193	-341.292	85.4339	733.476	-341.421	-43.5357	713.812	76.407	-63.2581	718.041	-142.031	8.22698	563.692
4457	0	80.1023	-39.5603	807.148	-337.815	-63.6206	806.377	-337.696	66.7229	822.459	77.4572	90.8034	785.613	73.3422	66.2865	693.547	-341.472	85.1698	733.914	-341.522	-43.8213	714.485	76.324	-63.1568	717.621	-142.575	7.84554	563.708
4458	0	80.2611	-39.2524	806.649	-337.633	-63.4007	806.86	-337.582	66.4694	823.067	77.4235	91.1116	784.936	73.0936	66.4221	692.895	-341.643	84.9268	734.398	-341.608	-44.0544	715.143	76.2596	-62.9914	717.151	-143.15	7.55851	563.77
4459	0	80.433	-38.9404	806.153	-337.466	-63.9799	807.763	-337.529	66.4281	823.485	77.3877	91.4313	784.289	72.8492	66.6248	692.292	-341.823	84.6575	734.904	-341.684	-44.3842	715.809	76.2021	-62.8223	716.709	-143.691	7.35892	563.781
4460	0	80.6028	-38.4962	805.624	-337.198	-63.9582	808.228	-337.442	66.2452	823.985	77.2522	91.6125	783.773	72.6204	66.8472	691.726	-342.003	84.3763	735.396	-341.741	-44.6898	716.426	76.167	-62.5829	716.233	-144.212	7.14096	563.83
4461	0	80.7851	-38.3057	805.141	-336.839	-64.3372	808.845	-337.383	65.9921	824.464	77.2513	92.0488	783.204	72.4006	67.0832	691.167	-342.175	84.0598	735.904	-341.782	-45.022	716.973	76.1462	-62.3161	715.752	-144.711	7.03338	563.882
4462	0	80.9622	-38.002	804.596	-336.827	-64.7434	809.438	-337.304	65.6713	824.952	77.3107	92.5995	782.589	72.1801	67.4285	690.639	-342.34	83.732	736.365	-341.819	-45.3836	717.495	76.1211	-62.0059	715.233	-145.199	6.99194	563.866
4463	0	81.147	-37.6675	804.042	-336.554	-65.061	809.893	-337.238	65.3453	825.418	77.2835	93.099	782.072	71.9695	67.7868	690.142	-342.504	83.411	736.872	-341.843	-45.7128	717.976	76.1178	-61.6971	714.691	-145.669	6.93617	563.872
4464	0	81.3285	-37.3511	803.531	-336.265	-65.2119	810.191	-337.173	64.9665	825.927	77.2608	93.6251	781.636	71.7396	68.1693	689.678	-342.675	83.044	737.408	-341.834	-46.068	718.451	76.1296	-61.3409	714.176	-146.119	6.97559	563.909
4465	0	81.5333	-36.9862	803.061	-335.834	-65.7308	810.651	-337.098	64.5501	826.431	77.2378	94.2019	781.295	71.273	68.3575	689.233	-342.841	82.6369	737.926	-341.803	-46.4442	718.893	76.1529	-61.0193	713.701	-146.534	7.058	563.981
4466	0	81.711	-36.6317	802.632	-335.784	-66.2944	811.127	-337.072	64.101	826.918	77.1883	94.739	781.006	71.2033	69.0069	688.961	-342.992	82.2639	738.431	-341.758	-46.7641	719.283	76.2037	-60.6178	713.26	-146.882	7.23622	564.01
4467	0	81.8647	-36.2407	802.231	-335.43	-66.6636	811.376	-337.058	63.6761	827.344	77.1111	95.2486	780.778	70.9708	69.4648	688.701	-343.171	81.9057	738.88	-341.712	-47.0963	719.591	76.2596	-60.1334	712.838	-147.206	7.45927	564.046
4468	0	81.9987	-35.8787	801.849	-335.289	-66.8868	811.409	-337.05	63.197	827.696	76.9932	95.6791	780.585	70.7149	70.079	688.548	-343.342	81.5759	739.272	-341.666	-47.4022	719.798	76.3122	-59.7451	712.33	-147.488	7.73298	564.041
4469	0	82.1134	-35.5451	801.523	-335.007	-67.5162	811.618	-337.068	62.7728	827.982	76.8925	96.2103	780.466	70.3558	70.4614	688.339	-343.506	81.2319	739.602	-341.61	-47.7164	719.924	76.3971	-59.2187	711.968	-147.717	8.00423	564.057
4470	0	82.2044	-35.2027	801.28	-334.814	-67.9597	811.627	-337.119	62.2763	828.24	76.4186	95.3607	780.268	70.133	71.0577	688.369	-343.639	80.9479	739.884	-341.534	-48.0267	719.994	76.4781	-58.726	711.676	-147.872	8.30886	564.06
4471	0	82.2545	-34.8604	801.217	-334.762	-68.1577	811.474	-337.194	61.8183	828.429	76.2845	95.7122	780.347	69.9782	71.5061	688.406	-343.771	80.6242	740.124	-341.46	-48.2903	719.998	76.5477	-58.325	711.458	-147.96	8.67135	564.084
4472	0	82.3056	-34.5006	801.154	-334.66	-68.4835	811.365	-337.264	61.4492	828.559	76.2056	97.137	780.85	69.8178	71.8794	688.525	-343.888	80.4036	740.289	-341.389	-48.4744	719.917	76.6183	-57.9485	711.358	-147.986	9.06835	564.123
4473	0	82.3518	-34.3214	801.141	-334.615	-68.7467	811.169	-337.348	61.1433	828.606	75.883	96.5184	781.036	69.7376	72.275	688.716	-343.978	80.2635	740.378	-341.321	-48.617	719.76	76.6817	-57.5868	711.316	-147.949	9.45227	564.14
4474	0	82.3896	-34.2377	801.118	-334.594	-68.9832	810.895	-337.446	60.882	828.581	75.9052	96.6315	781.185	69.6865	72.6252	688.918	-344.049	80.1513	740.386	-341.255	-48.6549	719.514	76.7778	-57.2698	711.453	-147.871	9.82092	564.135
4475	0	82.3915	-34.0015	800.927	-334.557	-69.2501	810.71	-337.529	60.5941	828.629	76.0452	97.9308	781.304	69.7036	73.1571	688.927	-344.188	79.9904	740.461	-341.243	-48.7809	719.38	76.7885	-56.9436	711.241	-147.967	10.1623	564.067
4476	0	82.4202	-33.6726	800.501	-334.435	-69.573	810.772	-337.578	60.2429	828.87	75.5917	97.2496	780.941	69.4601	73.5841	688.642	-344.385	79.7524	740.715	-341.266	-48.9942	719.476	76.7423	-56.5618	710.762	-148.281	10.4554	563.994
4477	0	82.5257	-33.2647	800.009	-334.094	-70.1564	811.212	-337.586	59.8619	829.338	75.3621	97.7358	780.722	68.9844	73.8533	688.249	-344.575	79.4503	741.222	-341.301	-49.2665	719.832	76.6931	-56.1136	710.246	-148.727	10.6813	564.004
4478	0	82.6795	-32.9525	799.544	-333.822	-70.5194	811.729	-337.475	59.4118	830.011	75.2814	98.066	780.396	68.7357	74.2392	687.917	-344.729	79.1082	741.943	-341.282	-49.5848	720.407	76.6503	-55.7988	709.756	-149.233	10.8257	564.156
